Number of Houses Sold,YTD Sold,YTD Profit,Average Profit,Houses Sold Goal,YTD Sold Goal,YTD Profit Goal,Average Profit Goal,Houses Sold % Obtained,YTD Sold % Obtained,YTD Profit % Obtained,,,,,,,,,,,,,,,
36,"$12,930,541.14 ","$1,680,765.36 ","$46,687.93 ",80,"$32,000,000.00 ","$6,000,000.00 ","$75,000.00 ",45.00%,40.41%,28.01%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
